Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
2020-04-17,Andaman and Nicobar Islands,1403.0,1210.0,13.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-04-24,Andaman and Nicobar Islands,2679.0,,28.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-04-27,Andaman and Nicobar Islands,2848.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-01,Andaman and Nicobar Islands,3754.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-16,Andaman and Nicobar Islands,6677.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-19,Andaman and Nicobar Islands,6965.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-20,Andaman and Nicobar Islands,7082.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-21,Andaman and Nicobar Islands,7167.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-22,Andaman and Nicobar Islands,7263.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-23,Andaman and Nicobar Islands,7327.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-24,Andaman and Nicobar Islands,7327.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-25,Andaman and Nicobar Islands,7363.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-26,Andaman and Nicobar Islands,7448.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-27,Andaman and Nicobar Islands,7499.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-28,Andaman and Nicobar Islands,7519.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-29,Andaman and Nicobar Islands,7567.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-30,Andaman and Nicobar Islands,7567.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-05-31,Andaman and Nicobar Islands,7706.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-01,Andaman and Nicobar Islands,7805.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-02,Andaman and Nicobar Islands,8086.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-03,Andaman and Nicobar Islands,8295.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-04,Andaman and Nicobar Islands,8413.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-05,Andaman and Nicobar Islands,8694.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-06,Andaman and Nicobar Islands,9037.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-07,Andaman and Nicobar Islands,9242.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-08,Andaman and Nicobar Islands,9341.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-09,Andaman and Nicobar Islands,9859.0,,34.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-06-10,Andaman and Nicobar Islands,10010.0,,36.0,34,380581,237093,143488,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876,Dense1
2020-04-02,Andhra Pradesh,1800.0,1175.0,133.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-10,Andhra Pradesh,6374.0,6009.0,366.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-11,Andhra Pradesh,6958.0,6577.0,382.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-12,Andhra Pradesh,6958.0,6553.0,406.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-13,Andhra Pradesh,8755.0,8323.0,433.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-14,Andhra Pradesh,10505.0,10032.0,474.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-15,Andhra Pradesh,11613.0,11088.0,526.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-16,Andhra Pradesh,20235.0,19701.0,535.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-17,Andhra Pradesh,20235.0,,573.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-18,Andhra Pradesh,21450.0,20487.0,604.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-19,Andhra Pradesh,26958.0,26311.0,648.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-20,Andhra Pradesh,30733.0,30011.0,723.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-21,Andhra Pradesh,35755.0,34998.0,758.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-22,Andhra Pradesh,41512.0,40699.0,814.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-23,Andhra Pradesh,48032.0,47139.0,894.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-24,Andhra Pradesh,54338.0,53383.0,956.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-25,Andhra Pradesh,61266.0,60250.0,1017.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-26,Andhra Pradesh,68034.0,66937.0,1098.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-27,Andhra Pradesh,74551.0,73374.0,1178.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-28,Andhra Pradesh,80334.0,79075.0,1260.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-29,Andhra Pradesh,88061.0,86729.0,1333.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-30,Andhra Pradesh,94558.0,93155.0,1404.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-01,Andhra Pradesh,102460.0,100997.0,1464.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-02,Andhra Pradesh,108403.0,106878.0,1526.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-03,Andhra Pradesh,114937.0,113354.0,1584.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-04,Andhra Pradesh,125229.0,123579.0,1651.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-05,Andhra Pradesh,133492.0,131775.0,1718.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-06,Andhra Pradesh,141274.0,139497.0,1778.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-07,Andhra Pradesh,149361.0,147528.0,1834.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-08,Andhra Pradesh,156681.0,154794.0,1888.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-09,Andhra Pradesh,165069.0,163139.0,1931.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-10,Andhra Pradesh,173735.0,171755.0,1981.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-11,Andhra Pradesh,181144.0,179126.0,2019.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-12,Andhra Pradesh,191874.0,189823.0,2052.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-13,Andhra Pradesh,201196.0,199059.0,2138.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-14,Andhra Pradesh,210452.0,208247.0,2101.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-15,Andhra Pradesh,219490.0,217183.0,2158.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-17,Andhra Pradesh,238998.0,236618.0,2231.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-18,Andhra Pradesh,248771.0,246279.0,2283.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-19,Andhra Pradesh,258450.0,255961.0,2340.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-20,Andhra Pradesh,267612.0,265052.0,2408.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-21,Andhra Pradesh,275704.0,273099.0,2453.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-22,Andhra Pradesh,284119.0,281452.0,2515.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-23,Andhra Pradesh,292969.0,290255.0,2562.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-24,Andhra Pradesh,304326.0,301529.0,2628.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-25,Andhra Pradesh,314566.0,311680.0,2672.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-26,Andhra Pradesh,322714.0,319731.0,2720.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-27,Andhra Pradesh,332378.0,329261.0,2788.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-28,Andhra Pradesh,342236.0,338991.0,2842.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-29,Andhra Pradesh,353874.0,350544.0,2875.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-30,Andhra Pradesh,363378.0,359917.0,2945.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-05-31,Andhra Pradesh,372748.0,369177.0,3046.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-01,Andhra Pradesh,383315.0,379639.0,3119.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-02,Andhra Pradesh,395681.0,391890.0,3201.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-03,Andhra Pradesh,403747.0,399776.0,3280.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-04,Andhra Pradesh,413733.0,409621.0,3378.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-05,Andhra Pradesh,423564.0,419314.0,3428.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-06,Andhra Pradesh,436335.0,431875.0,3589.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-07,Andhra Pradesh,454030.0,449371.0,3719.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-08,Andhra Pradesh,468276.0,463463.0,3844.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-09,Andhra Pradesh,483361.0,478332.0,3991.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-10,Andhra Pradesh,498716.0,493469.0,4127.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-11,Andhra Pradesh,510318.0,504889.0,4262.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-06-12,Andhra Pradesh,522093.0,516457.0,4403.0,10,49577103,34966693,14610410,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993,Dense2
2020-04-09,Arunachal Pradesh,206.0,185.0,2.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-14,Arunachal Pradesh,280.0,250.0,2.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-17,Arunachal Pradesh,363.0,338.0,2.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-18,Arunachal Pradesh,389.0,358.0,2.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-20,Arunachal Pradesh,439.0,405.0,2.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-21,Arunachal Pradesh,454.0,433.0,2.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-22,Arunachal Pradesh,496.0,441.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-24,Arunachal Pradesh,526.0,508.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-26,Arunachal Pradesh,568.0,529.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-27,Arunachal Pradesh,584.0,566.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-28,Arunachal Pradesh,610.0,581.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-29,Arunachal Pradesh,662.0,595.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-30,Arunachal Pradesh,694.0,656.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-01,Arunachal Pradesh,724.0,692.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-03,Arunachal Pradesh,810.0,761.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-04,Arunachal Pradesh,869.0,762.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-05,Arunachal Pradesh,970.0,814.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-06,Arunachal Pradesh,1039.0,857.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-07,Arunachal Pradesh,1144.0,952.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-08,Arunachal Pradesh,1354.0,1015.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-09,Arunachal Pradesh,1597.0,1266.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-10,Arunachal Pradesh,1823.0,1363.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-11,Arunachal Pradesh,2078.0,1538.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-12,Arunachal Pradesh,2257.0,1798.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-13,Arunachal Pradesh,2483.0,1902.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-14,Arunachal Pradesh,2677.0,2233.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-15,Arunachal Pradesh,2942.0,2546.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-16,Arunachal Pradesh,3163.0,2861.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-17,Arunachal Pradesh,3349.0,2966.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-18,Arunachal Pradesh,3662.0,3166.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-19,Arunachal Pradesh,3941.0,3392.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-20,Arunachal Pradesh,4157.0,3710.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-21,Arunachal Pradesh,4438.0,3963.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-22,Arunachal Pradesh,4844.0,4211.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-23,Arunachal Pradesh,5206.0,4340.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-24,Arunachal Pradesh,5428.0,4552.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-25,Arunachal Pradesh,5997.0,4941.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-26,Arunachal Pradesh,6319.0,5083.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-27,Arunachal Pradesh,6436.0,5405.0,3.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-28,Arunachal Pradesh,6984.0,5677.0,4.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-29,Arunachal Pradesh,7488.0,6268.0,4.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-30,Arunachal Pradesh,8017.0,6675.0,5.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-05-31,Arunachal Pradesh,8283.0,7012.0,5.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-01,Arunachal Pradesh,8768.0,7528.0,23.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-02,Arunachal Pradesh,9079.0,7806.0,29.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-03,Arunachal Pradesh,9551.0,7927.0,39.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-04,Arunachal Pradesh,10025.0,8552.0,44.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-05,Arunachal Pradesh,10790.0,8877.0,47.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-06,Arunachal Pradesh,11261.0,9350.0,50.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-07,Arunachal Pradesh,11516.0,9921.0,52.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-08,Arunachal Pradesh,12012.0,10376.0,58.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-09,Arunachal Pradesh,12455.0,10642.0,58.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-10,Arunachal Pradesh,13035.0,11420.0,62.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-06-11,Arunachal Pradesh,13479.0,11754.0,68.0,26,1383727,1066358,317369,"83,743 km2 (32,333 sq mi)",17/km2 (44/sq mi),938,Dense1
2020-04-02,Assam,962.0,819.0,17.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-10,Assam,2863.0,2685.0,30.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-11,Assam,3011.0,2842.0,30.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-12,Assam,3138.0,2973.0,30.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-14,Assam,3491.0,3267.0,32.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-15,Assam,3613.0,3492.0,33.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-16,Assam,4108.0,3803.0,35.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-17,Assam,4236.0,4024.0,35.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-18,Assam,4400.0,4199.0,35.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-19,Assam,4865.0,4584.0,35.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-20,Assam,5112.0,4937.0,35.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-21,Assam,5514.0,5245.0,35.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-24,Assam,6680.0,6391.0,36.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-25,Assam,7159.0,6781.0,36.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-26,Assam,7823.0,7474.0,36.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-27,Assam,8117.0,7985.0,36.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-04-29,Assam,9520.0,8771.0,38.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-05-02,Assam,11623.0,10499.0,43.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-05-04,Assam,12775.0,11764.0,43.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-05-05,Assam,13442.0,12533.0,44.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
2020-05-09,Assam,16167.0,15076.0,60.0,15,31205576,26807034,4398542,"78,438 km2 (30,285 sq mi)","397/km2 (1,030/sq mi)",954,Dense2
