Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,8137.0,8136.0,2.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-21,Dadra and Nagar Haveli and Daman and Diu,8456.0,8455.0,2.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-22,Dadra and Nagar Haveli and Daman and Diu,8979.0,8978.0,2.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-23,Dadra and Nagar Haveli and Daman and Diu,9298.0,9296.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-24,Dadra and Nagar Haveli and Daman and Diu,9678.0,9676.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-25,Dadra and Nagar Haveli and Daman and Diu,10085.0,10083.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-26,Dadra and Nagar Haveli and Daman and Diu,10388.0,10386.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,10872.0,10870.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,11177.0,11175.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,11477.0,11475.0,3.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,11693.0,11690.0,4.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,12064.0,12052.0,13.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,12375.0,12361.0,15.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,13667.0,13653.0,15.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14780.0,14761.0,20.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,15546.0,14926.0,21.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,16277.0,15655.0,23.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-06-10,Dadra and Nagar Haveli and Daman and Diu,17179.0,16552.0,28.0,33,585764,243510,342254,603 km2 (233 sq mi),"970/km2 (2,500/sq mi)",711,Dense4
2020-04-01,Delhi,2621.0,,7437.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-07,Delhi,9041.0,7308.0,577.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-09,Delhi,9968.0,8643.0,721.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-10,Delhi,11061.0,9662.0,904.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-11,Delhi,11709.0,10218.0,1070.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-12,Delhi,14036.0,11748.0,1155.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-13,Delhi,15032.0,12283.0,1511.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-14,Delhi,16282.0,13748.0,1562.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-15,Delhi,16605.0,13865.0,1579.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-16,Delhi,18784.0,14692.0,1641.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-17,Delhi,21409.0,16899.0,1708.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-18,Delhi,22283.0,17449.0,1894.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-19,Delhi,24387.0,19393.0,2004.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-20,Delhi,25900.0,20712.0,2082.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-21,Delhi,26627.0,21810.0,2157.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-22,Delhi,28309.0,22713.0,2249.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-23,Delhi,30560.0,24538.0,2376.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-24,Delhi,33672.0,26552.0,2515.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-25,Delhi,35519.0,28693.0,2626.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-26,Delhi,37613.0,31919.0,2919.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-27,Delhi,39911.0,34145.0,3109.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-28,Delhi,43370.0,36195.0,3315.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-29,Delhi,47225.0,39920.0,3440.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-02,Delhi,58210.0,,4123.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-03,Delhi,60246.0,,4550.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-04,Delhi,64108.0,,4899.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-05,Delhi,67852.0,,5105.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-06,Delhi,71934.0,,5533.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-07,Delhi,77234.0,,5981.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-08,Delhi,81367.0,,6319.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-09,Delhi,84226.0,,6543.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-10,Delhi,93810.0,,6924.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-11,Delhi,97678.0,,7234.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-12,Delhi,106109.0,,7640.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-13,Delhi,113345.0,,7999.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-14,Delhi,119736.0,,8471.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-15,Delhi,125189.0,,8896.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-16,Delhi,130845.0,,9334.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-17,Delhi,135791.0,,9756.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-18,Delhi,139727.0,,10055.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-19,Delhi,145854.0,,10555.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-20,Delhi,150282.0,,11089.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-21,Delhi,154385.0,,11660.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-22,Delhi,160255.0,,12320.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-23,Delhi,165047.0,,12911.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-24,Delhi,169873.0,,13419.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-25,Delhi,174469.0,,14054.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-26,Delhi,178579.0,,14466.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-27,Delhi,184362.0,,15258.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-28,Delhi,191977.0,,16282.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-29,Delhi,199626.0,,17387.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-30,Delhi,206739.0,,18550.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-05-31,Delhi,212784.0,,19845.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-01,Delhi,217537.0,,20835.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-02,Delhi,223607.0,,22133.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-03,Delhi,230145.0,,23646.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-04,Delhi,236506.0,,25005.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-05,Delhi,241693.0,,26335.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-06,Delhi,246873.0,,27655.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-07,Delhi,251915.0,,28937.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-08,Delhi,255615.0,,29944.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-09,Delhi,261079.0,,31310.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-10,Delhi,266156.0,,32811.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-11,Delhi,271516.0,,34688.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-06-12,Delhi,277463.0,,36825.0,29,16787941,419042,16368899,"1,484 km2 (573 sq mi)","11,297/km2 (29,260/sq mi)",868,Dense4
2020-04-02,Goa,220.0,197.0,6.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-09,Goa,344.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-10,Goa,354.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-12,Goa,406.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-13,Goa,440.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-14,Goa,479.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-15,Goa,556.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-16,Goa,611.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-17,Goa,673.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-18,Goa,758.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-19,Goa,826.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-20,Goa,901.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-21,Goa,1004.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-22,Goa,1116.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-23,Goa,1206.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-27,Goa,1541.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-28,Goa,1776.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-29,Goa,1871.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-30,Goa,2031.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-01,Goa,2181.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-02,Goa,2372.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-03,Goa,2548.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-04,Goa,2899.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-05,Goa,3096.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-06,Goa,3411.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-08,Goa,4140.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-09,Goa,4524.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-10,Goa,4848.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-11,Goa,5307.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-14,Goa,6736.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-15,Goa,7304.0,,8.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-16,Goa,8011.0,,21.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-17,Goa,8785.0,,30.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-18,Goa,8785.0,,30.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-19,Goa,9549.0,,47.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-20,Goa,10136.0,,51.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-21,Goa,10859.0,,53.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-22,Goa,11362.0,,55.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-23,Goa,11945.0,,56.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-24,Goa,12499.0,,67.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-25,Goa,12860.0,,68.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-26,Goa,13303.0,,68.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-27,Goa,13911.0,,69.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-28,Goa,14782.0,,70.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-29,Goa,16141.0,,70.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-30,Goa,17871.0,,71.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-05-31,Goa,19491.0,,72.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-01,Goa,20780.0,,74.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-02,Goa,22378.0,,80.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-03,Goa,23816.0,,127.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-04,Goa,25300.0,,167.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-05,Goa,26208.0,,197.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-06,Goa,27402.0,,268.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-07,Goa,29739.0,,301.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-08,Goa,31455.0,,331.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-09,Goa,32194.0,,360.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-10,Goa,35332.0,,388.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-11,Goa,37858.0,,418.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-06-12,Goa,39298.0,,464.0,25,1458545,551731,906814,"3,702 km2 (1,429 sq mi)","394/km2 (1,020/sq mi)",973,Dense2
2020-04-08,Gujarat,4224.0,3905.0,187.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-10,Gujarat,7718.0,7237.0,379.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-11,Gujarat,9763.0,8888.0,469.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-12,Gujarat,11715.0,10867.0,517.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-13,Gujarat,14251.0,12970.0,573.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-14,Gujarat,14980.0,14363.0,618.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-15,Gujarat,19197.0,18431.0,767.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-16,Gujarat,20903.0,19974.0,930.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-17,Gujarat,23483.0,22339.0,1100.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-18,Gujarat,26102.0,24726.0,1377.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-19,Gujarat,29104.0,27361.0,1744.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-20,Gujarat,33316.0,31377.0,1940.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-21,Gujarat,36829.0,34651.0,2179.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-22,Gujarat,39421.0,37014.0,2408.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-23,Gujarat,42384.0,39760.0,2625.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-24,Gujarat,46743.0,41007.0,2816.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-25,Gujarat,48315.0,45254.0,3062.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-26,Gujarat,51091.0,47790.0,3302.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-27,Gujarat,53575.0,50028.0,3548.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-28,Gujarat,56101.0,52327.0,3775.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-29,Gujarat,59488.0,55406.0,4083.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-04-30,Gujarat,64007.0,59612.0,4396.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-01,Gujarat,68774.0,64053.0,4722.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-02,Gujarat,74116.0,69062.0,5055.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-03,Gujarat,80060.0,74632.0,5429.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-04,Gujarat,84648.0,78844.0,5805.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-05,Gujarat,89632.0,83387.0,6246.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-06,Gujarat,95191.0,88566.0,6626.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-07,Gujarat,100553.0,93540.0,7014.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-08,Gujarat,105386.0,97984.0,7404.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-09,Gujarat,109650.0,101853.0,7798.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-10,Gujarat,113493.0,105298.0,8196.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
2020-05-11,Gujarat,116470.0,107929.0,8542.0,9,60439692,34694609,25745083,"196,024 km2 (75,685 sq mi)",308/km2 (800/sq mi),919,Dense2
